subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0033,T1w,MID33091,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0033/MID33091_recon/T1_LIBRE_Binning/et_masks/subject_MID33091_mask_clean_0.1.mat,
0033,T2w,MID33106,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0033/MID33106_recon/T1_LIBRE_Binning/et_masks/subject_MID33106_mask_clean_0.1.mat,
