subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0036,T1w,MID36037,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0036/MID36037_recon/T1_LIBRE_Binning/et_masks/subject_MID36037_mask_clean_0.15.mat,
0036,T2w,MID36042,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0036/MID36042_recon/T1_LIBRE_Binning/et_masks/subject_MID36042_mask_clean_0.15.mat,
