subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0030,T1w,MID30332,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0030/MID30332_recon/T1_LIBRE_Binning/et_masks/subject_MID30332_mask_clean_0.15.mat,
0030,T2w,MID30347,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0030/MID30347_recon/T1_LIBRE_Binning/et_masks/subject_MID30347_mask_clean_0.15.mat,
