subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0028,T1w,MID28483,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0028/MID28483_recon/T1_LIBRE_Binning/et_masks/subject_MID28483_mask_clean_0.3.mat,
0028,T2w,MID28501,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0028/MID28501_recon/T1_LIBRE_Binning/et_masks/subject_MID28501_mask_clean_0.3.mat,
