subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0031,T1w,MID31025,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0031/MID31025_recon/T1_LIBRE_Binning/et_masks/subject_MID31025_mask_clean_0.15.mat,
0031,T2w,MID31040,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0031/MID31040_recon/T1_LIBRE_Binning/et_masks/subject_MID31040_mask_clean_0.15.mat,
