subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0029,T1w,MID29299,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0029/MID29299_recon/T1_LIBRE_Binning/et_masks/subject_MID29299_mask_clean_0.15.mat,
0029,T2w,MID29314,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0029/MID29314_recon/T1_LIBRE_Binning/et_masks/subject_MID29314_mask_clean_0.15.mat,
