subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0032,T1w,MID32058,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0032/MID32058_recon/T1_LIBRE_Binning/et_masks/subject_MID32058_mask_clean_0.1.mat,
0032,T2w,MID32074,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0032/MID32074_recon/T1_LIBRE_Binning/et_masks/subject_MID32074_mask_clean_0.1.mat,
