subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0038,T1w,MID38068,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0038/MID38068_recon/T1_LIBRE_Binning/et_masks/subject_MID38068_mask_clean_0.1.mat,
0038,T2w,MID38072,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0038/MID38072_recon/T1_LIBRE_Binning/et_masks/subject_MID38072_mask_clean_0.1.mat,
