subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0035,T1w,MID35162,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0035/MID35162_recon/T1_LIBRE_Binning/et_masks/subject_MID35162_mask_clean_0.1.mat,
0035,T2w,MID35177,646618,646618,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0035/MID35177_recon/T1_LIBRE_Binning/et_masks/subject_MID35177_mask_clean_0.1.mat,
