subject,sequence,mid,expected_size,actual_size,status,mask_file,note
0001,T1w,MID00136,371817,371817,OK,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0001/MID00136_recon/T1_LIBRE_Binning/et_masks/subject_MID00136_mask_clean_0.1.mat,
0001,T2w,MID00137,646618,,MISSING,/Volumes/FS_PROJETS/MatTechLab/yiwei.jia/recon_results/0001/MID00137_recon/T1_LIBRE_Binning/et_masks/subject_MID00137_mask_clean_0.1.mat,mask file not found
